institution_type,level,program,state,minority,women,faculties,number_of_institutes,intake,enrollment,passed,placed
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,0,303.0,42,13200,6809,3146,1608
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttarakhand,1,0,2.0,2,600,234,293,99
Unaided - Private,DIPLOMA,ENGINEERING AND TECHNOLOGY,West Bengal,0,0,485.0,74,23550,15075,9394,5286
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andaman and Nicobar Islands,0,0,17.0,1,270,304,93,94
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,0,1249.0,83,16225,13789,6508,1106
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Arunachal Pradesh ,0,0,26.0,6,1080,245,0,42
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,1,151.0,10,1555,1352,974,60
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Assam,0,0,214.0,14,2218,1825,932,461
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Bihar,0,0,176.0,33,8530,5241,1709,398
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,1,0,32.0,2,300,226,49,52
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Bihar,0,1,32.0,2,360,321,43,31
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Assam,0,1,18.0,2,260,183,115,55
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Chandigarh,0,1,37.0,1,130,119,101,75
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Chandigarh,0,0,94.0,3,702,587,356,194
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Chhattisgarh,0,0,170.0,33,5660,3918,1571,358
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Chhattisgarh,0,1,30.0,5,720,614,173,81
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Dadra and Nagar Haveli,0,0,26.0,1,330,321,132,9
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Delhi,0,0,311.0,11,3745,3667,2219,1397
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Goa,0,0,123.0,4,2445,2305,2125,1834
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Delhi,0,1,35.0,2,490,544,457,263
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Daman and Diu,0,0,21.0,1,360,360,230,79
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Gujarat,0,0,893.0,35,22026,19718,6754,1489
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Gujarat,0,1,50.0,2,1161,1088,420,36
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,0,0,586.0,27,14970,8045,3969,1993
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,0,1,100.0,4,1080,779,481,238
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Himachal Pradesh,0,0,137.0,15,2280,1758,1131,362
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Himachal Pradesh,0,1,14.0,1,120,120,118,50
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jammu and Kashmir,0,0,87.0,23,3040,2038,516,250
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jammu and Kashmir,0,1,41.0,2,360,204,207,79
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jharkhand,0,0,51.0,13,2890,2149,1062,387
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jharkhand,0,1,8.0,3,540,535,349,166
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,0,0,1051.0,105,25125,21795,7631,2702
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,0,1,100.0,10,2190,1740,604,99
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Kerala,0,0,428.0,55,15577,12818,5858,2484
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Kerala,0,1,59.0,7,2035,1368,1075,409
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,0,849.0,68,18410,14751,8019,2521
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,1,103.0,6,1590,887,291,125
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,1,0,13.0,1,300,240,0,0
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,0,1046.0,48,23025,17761,10157,1727
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,1,28.0,3,1020,875,576,30
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Manipur,0,0,58.0,3,370,204,53,51
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Meghalaya,0,0,53.0,3,320,270,133,20
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Orissa,0,0,164.0,15,3500,3011,2754,851
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Orissa,0,1,23.0,4,600,390,367,97
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Puducherry,0,0,176.0,6,1810,1501,689,978
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Puducherry,0,1,23.0,2,340,270,120,100
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Punjab,0,0,463.0,34,7963,4592,3498,1369
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Punjab,0,1,104.0,5,1110,880,911,225
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Rajasthan,0,0,644.0,41,7621,4600,2616,1035
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Rajasthan,0,1,30.0,4,286,116,106,10
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,0,498.0,56,21174,14887,6762,4815
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,1,53.0,4,1754,1354,1057,1060
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tripura,0,1,1.0,1,140,135,98,20
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tripura,0,0,8.0,6,1010,793,372,30
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,0,574.0,130,31771,19106,10785,4163
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,1,101.0,16,3305,1918,1349,393
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,0,168.0,51,5303,2608,1905,738
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,1,13.0,3,320,227,214,145
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,West Bengal,0,0,728.0,67,13410,8754,6148,1893
Government,DIPLOMA,ENGINEERING AND TECHNOLOGY,West Bengal,0,1,32.0,2,300,244,79,82
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,0,59.0,3,935,926,736,154
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,1,17.0,1,95,94,90,70
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Delhi,0,0,13.0,1,60,69,55,57
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Goa,0,0,56.0,2,350,347,243,117
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Gujarat,0,0,118.0,4,1210,1012,433,113
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,0,0,189.0,5,2170,1646,986,395
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Haryana,0,1,35.0,2,370,239,197,71
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,0,1,35.0,1,390,362,247,45
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,0,0,1075.0,43,14781,11845,5399,1727
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Jharkhand,0,0,33.0,5,750,670,277,191
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Karnataka,1,0,67.0,7,3145,2200,1108,455
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Kerala,0,0,254.0,6,2336,2320,750,306
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Kerala,1,0,104.0,2,1098,1087,291,158
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,0,89.0,4,1600,1400,874,393
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,0,474.0,19,5790,4417,3678,556
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,0,1,5.0,2,150,46,28,23
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,1,1,5.0,1,40,40,27,22
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Maharashtra,1,0,154.0,7,1870,1731,1429,181
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Orissa,0,0,35.0,2,360,370,303,170
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Punjab,1,0,117.0,2,1120,1288,814,136
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Rajasthan,0,0,63.0,3,830,386,284,101
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Punjab,0,0,219.0,4,2050,2072,1410,218
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,1,15.0,1,190,208,147,63
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Sikkim,0,0,20.0,2,405,389,234,68
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,0,1521.0,34,16416,12540,9896,6491
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,0,533.0,22,11290,9295,5813,1835
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,1,26.0,2,900,337,362,163
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,0,23.0,1,340,293,0,0
Govt aided,DIPLOMA,ENGINEERING AND TECHNOLOGY,West Bengal,0,0,26.0,3,630,338,305,60
Unaided - Private,UG,APPLIED ARTS AND CRAFTS,Haryana,0,0,29.0,1,120,24,20,10
Unaided - Private,UG,APPLIED ARTS AND CRAFTS,Maharashtra,0,0,93.0,5,300,268,168,105
Unaided - Private,UG,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,0,64.0,3,240,149,37,38
Unaided - Private,UG,APPLIED ARTS AND CRAFTS,Uttar Pradesh,1,0,16.0,1,60,59,34,34
Government,UG,APPLIED ARTS AND CRAFTS,Chandigarh,0,0,6.0,1,76,60,0,0
Government,UG,APPLIED ARTS AND CRAFTS,Goa,0,0,13.0,1,50,50,0,0
Government,UG,APPLIED ARTS AND CRAFTS,Maharashtra,0,0,55.0,2,165,0,0,0
Government,UG,APPLIED ARTS AND CRAFTS,Puducherry,0,0,15.0,1,30,30,21,13
Unaided - Private,PG,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,0,38.0,1,120,0,0,0
Government,PG,APPLIED ARTS AND CRAFTS,Chandigarh,0,0,25.0,1,52,42,0,0
Government,PG,APPLIED ARTS AND CRAFTS,Maharashtra,0,0,2.0,1,25,0,0,0
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Andhra Pradesh ,0,0,4.0,1,60,46,0,0
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,0,0,36.0,8,400,181,86,47
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,0,1,9.0,1,60,52,45,20
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,1,0,9.0,2,90,70,48,20
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,1,1,9.0,1,60,52,45,20
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Rajasthan,0,0,8.0,1,60,47,22,12
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Rajasthan,0,1,8.0,1,60,47,22,12
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,0,42.0,5,465,157,126,89
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,1,20.0,3,315,40,35,25
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttarakhand,0,0,7.0,1,120,109,85,60
Unaided - Private,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttarakhand,0,1,7.0,1,120,109,85,60
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Andhra Pradesh ,0,0,25.0,1,20,20,19,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Andhra Pradesh ,0,1,13.0,1,20,20,19,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Arunachal Pradesh ,0,0,3.0,1,20,4,0,1
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Assam,0,0,15.0,1,17,8,7,7
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Bihar,0,0,4.0,1,30,14,3,1
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Bihar,0,1,2.0,1,30,14,3,1
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Chhattisgarh,0,0,4.0,3,90,59,18,12
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Chhattisgarh,0,1,4.0,3,90,59,18,12
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Delhi,0,0,1.0,1,50,57,39,32
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Delhi,0,1,1.0,1,50,57,39,32
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,0,1,21.0,3,280,213,73,10
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,0,0,25.0,4,480,387,168,68
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Madhya Pradesh,0,0,7.0,2,156,69,12,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Madhya Pradesh,0,1,2.0,1,90,64,12,0
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Meghalaya,0,0,4.0,1,30,30,22,7
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Rajasthan,0,0,106.0,9,1019,734,423,208
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Rajasthan,0,1,106.0,8,959,734,421,208
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Tamil Nadu,0,0,1.0,1,10,10,10,10
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,0,7.0,3,180,168,143,50
Government,DIPLOMA,APPLIED ARTS AND CRAFTS,Uttar Pradesh,0,1,6.0,3,180,168,143,50
Govt aided,DIPLOMA,APPLIED ARTS AND CRAFTS,Karnataka,0,0,5.0,2,85,28,19,13
Govt aided,DIPLOMA,APPLIED ARTS AND CRAFTS,Maharashtra,0,0,3.0,1,20,9,4,4
Govt aided,DIPLOMA,APPLIED ARTS AND CRAFTS,Maharashtra,0,1,3.0,1,20,9,4,4
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Andhra Pradesh ,0,0,3.0,1,120,80,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Assam,0,0,15.0,1,80,36,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Delhi,0,0,26.0,2,240,176,78,40
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Gujarat,0,0,10.0,7,600,305,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Haryana,0,0,57.0,6,460,114,34,17
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Karnataka,0,0,187.0,11,920,798,187,37
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Karnataka,1,0,18.0,2,180,101,22,11
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Kerala,1,0,4.0,2,100,80,26,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Kerala,0,0,16.0,4,280,199,26,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Madhya Pradesh,0,0,80.0,4,320,199,154,90
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Maharashtra,0,0,145.0,9,690,302,102,35
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Maharashtra,1,0,7.0,2,180,120,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Punjab,0,0,66.0,5,480,197,129,54
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Rajasthan,0,0,10.0,1,40,38,0,0
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Tamil Nadu,0,0,76.0,8,600,478,152,63
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Tamil Nadu,1,0,35.0,3,160,185,114,35
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Uttar Pradesh,0,0,312.0,26,2800,883,283,137
Unaided - Private,UG,ARCHITECTURE AND TOWN PLANNING,Uttarakhand,0,0,27.0,1,80,0,0,0
Government,UG,ARCHITECTURE AND TOWN PLANNING,Delhi,0,0,18.0,1,80,0,0,0
Government,UG,ARCHITECTURE AND TOWN PLANNING,Karnataka,0,0,14.0,1,40,42,0,0
Government,UG,ARCHITECTURE AND TOWN PLANNING,Kerala,0,0,20.0,3,104,99,55,7
Government,UG,ARCHITECTURE AND TOWN PLANNING,Orissa,0,0,1.0,1,20,23,0,0
Government,UG,ARCHITECTURE AND TOWN PLANNING,Punjab,0,0,6.0,1,60,40,0,0
Government,UG,ARCHITECTURE AND TOWN PLANNING,West Bengal,0,0,1.0,1,24,25,0,0
Govt aided,UG,ARCHITECTURE AND TOWN PLANNING,Gujarat,0,0,32.0,2,110,38,40,0
Govt aided,UG,ARCHITECTURE AND TOWN PLANNING,Jharkhand,0,0,5.0,1,40,42,37,0
Govt aided,UG,ARCHITECTURE AND TOWN PLANNING,Karnataka,0,0,42.0,3,220,208,107,8
Govt aided,UG,ARCHITECTURE AND TOWN PLANNING,Kerala,0,0,20.0,1,80,60,41,0
Govt aided,UG,ARCHITECTURE AND TOWN PLANNING,Kerala,1,0,20.0,1,80,60,41,0
Govt aided,UG,ARCHITECTURE AND TOWN PLANNING,Madhya Pradesh,0,0,1.0,1,40,41,41,0
Govt aided,UG,ARCHITECTURE AND TOWN PLANNING,Tamil Nadu,0,0,15.0,1,80,80,80,80
Govt aided,UG,ARCHITECTURE AND TOWN PLANNING,Uttar Pradesh,0,0,6.0,1,40,33,0,0
Unaided - Private,PG,ARCHITECTURE AND TOWN PLANNING,Haryana,0,0,2.0,2,42,16,0,0
Unaided - Private,PG,ARCHITECTURE AND TOWN PLANNING,Karnataka,0,0,8.0,2,38,25,26,1
Unaided - Private,PG,ARCHITECTURE AND TOWN PLANNING,Maharashtra,0,0,13.0,1,60,0,0,0
Unaided - Private,PG,ARCHITECTURE AND TOWN PLANNING,Uttar Pradesh,0,0,16.0,4,108,0,0,0
Government,PG,ARCHITECTURE AND TOWN PLANNING,Karnataka,0,0,8.0,1,36,0,0,0
Government,PG,ARCHITECTURE AND TOWN PLANNING,Kerala,0,0,7.0,2,54,51,38,48
Government,PG,ARCHITECTURE AND TOWN PLANNING,Orissa,0,0,3.0,1,20,5,0,0
Government,PG,ARCHITECTURE AND TOWN PLANNING,Rajasthan,0,0,6.0,2,78,5,60,4
Government,PG,ARCHITECTURE AND TOWN PLANNING,West Bengal,0,0,8.0,1,14,10,0,0
Govt aided,PG,ARCHITECTURE AND TOWN PLANNING,Gujarat,0,0,42.0,2,240,25,28,0
Govt aided,PG,ARCHITECTURE AND TOWN PLANNING,Jharkhand,0,0,4.0,1,12,7,7,0
Govt aided,PG,ARCHITECTURE AND TOWN PLANNING,Madhya Pradesh,0,0,5.0,1,18,0,0,0
Govt aided,PG,ARCHITECTURE AND TOWN PLANNING,West Bengal,0,0,8.0,1,8,6,0,0
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Delhi,0,0,3.0,1,60,58,15,11
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Gujarat,0,0,3.0,4,270,248,95,4
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Jammu and Kashmir,0,0,5.0,2,70,12,14,4
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Jammu and Kashmir,0,1,2.0,1,30,0,0,0
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Karnataka,0,0,16.0,4,170,108,33,0
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Karnataka,0,1,7.0,1,40,33,18,0
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Kerala,0,0,3.0,1,66,66,45,43
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Kerala,1,0,3.0,1,66,66,45,43
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Uttar Pradesh,0,0,3.0,2,100,40,16,15
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Uttarakhand,0,0,1.0,1,30,14,14,4
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,Uttarakhand,0,1,1.0,1,30,14,14,4
Unaided - Private,DIPLOMA,ARCHITECTURE AND TOWN PLANNING,West Bengal,0,0,2.0,1,30,35,32,25
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,0,1,4103.0,37,15630,5581,4737,1781
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,1,0,4476.0,12,5430,1979,827,303
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Andhra Pradesh ,1,1,362.0,2,840,342,153,65
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Assam,0,0,277.0,7,2700,1738,821,360
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Bihar,0,0,559.0,16,6000,3262,1509,511
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Bihar,1,0,283.0,5,1680,1134,748,77
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Chhattisgarh,1,0,87.0,1,600,326,332,266
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Chhattisgarh,0,0,3852.0,45,26130,11876,8878,3688
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Delhi,0,0,937.0,9,5460,4453,3471,2362
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Goa,0,0,84.0,4,840,833,678,345
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Goa,1,0,8.0,1,240,240,255,109
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Gujarat,0,0,4332.0,101,56714,40431,22563,6856
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Gujarat,0,1,94.0,2,900,534,623,136
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Haryana,0,0,9485.0,151,66370,27072,18815,9944
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Haryana,1,0,368.0,7,2910,1299,1094,1232
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Haryana,0,1,123.0,4,1230,118,75,6
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Himachal Pradesh,0,0,991.0,21,9840,2896,2312,961
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Himachal Pradesh,0,1,45.0,1,480,161,0,0
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Jammu and Kashmir,0,0,322.0,5,2220,1617,1139,418
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Jammu and Kashmir,1,0,61.0,1,360,360,341,88
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Jharkhand,0,0,480.0,11,4650,3160,1749,439
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Karnataka,0,0,12875.0,169,90053,69427,46758,23070
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Karnataka,0,1,200.0,4,1440,806,561,321
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Karnataka,1,0,1822.0,22,12210,9665,7072,3304
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Kerala,0,0,5143.0,120,48162,29898,12918,6623
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Kerala,0,1,387.0,9,2700,1126,529,162
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Kerala,1,0,1998.0,46,19860,12755,5866,3027
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Kerala,1,1,45.0,3,810,226,235,55
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,0,0,13739.0,210,100809,61471,38572,17298
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Madhya Pradesh,1,0,275.0,5,2160,1103,692,271
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Maharashtra,0,1,275.0,8,2880,1538,1681,548
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Maharashtra,0,0,19585.0,357,162230,105721,85590,30017
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Maharashtra,1,0,3931.0,70,32760,23707,19851,8038
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Maharashtra,1,1,62.0,1,420,301,299,54
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Meghalaya,0,0,90.0,1,480,284,162,92
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Meghalaya,1,0,90.0,1,480,284,162,92
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Orissa,0,0,7083.0,90,41882,20590,21118,11238
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Orissa,0,1,153.0,3,1320,179,669,460
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Puducherry,0,0,727.0,15,8070,4065,2672,2346
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Puducherry,1,0,485.0,6,3810,2182,1689,1384
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Punjab,0,0,6450.0,103,45100,19467,18528,8413
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Punjab,0,1,326.0,6,1890,490,748,293
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Punjab,1,0,165.0,1,930,738,749,155
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Rajasthan,0,0,7072.0,127,61920,30579,19091,9895
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Rajasthan,0,1,344.0,6,2370,1045,1037,570
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Tamil Nadu,1,0,7056.0,115,69640,44456,34530,21673
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Tamil Nadu,0,1,784.0,21,7860,3747,3475,2264
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Tamil Nadu,1,1,118.0,4,1350,606,603,589
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,0,1,473.0,9,3360,1043,897,536
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Uttar Pradesh,1,0,619.0,10,4740,1585,1683,884
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,0,1532.0,30,13050,5144,4444,2266
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Uttarakhand,0,1,36.0,2,780,175,182,41
Unaided - Private,UG,ENGINEERING AND TECHNOLOGY,Uttarakhand,1,0,65.0,3,1260,240,280,251
